mrt_dist_km,amenity_score,neighborhood_demand,lag_occupancy,month_num,d_covid_phase2,d_absd_hike_2021,d_ahd_tightening,d_ura_guidelines,d_rental_surge,room_type,zone,lease_type,rental_price_sgd,is_vacant,month,planning_area,operator
0.564,0.714,57.1,0.303,4,0,0,0,0,0,Suite,North-East,Monthly,2380.0,1,2024-04,Ang Mo Kio,Hmlet
1.366,0.714,52.17,0.803,4,0,0,0,0,0,Studio,North-East,6-Month,1920.0,0,2024-04,Sengkang,Figment
0.843,0.857,82.19,0.922,4,0,0,0,0,0,Single,Central,Monthly,1470.0,0,2024-04,Rochor,The Assembly Place
1.754,0.286,53.54,0.823,4,0,0,0,0,0,Deluxe,North-East,12-Month,1950.0,0,2024-04,Sengkang,Cove
1.903,0.857,63.04,0.967,4,0,0,0,0,0,Twin-Share,North-East,6-Month,960.0,0,2024-04,Sengkang,Bonztel
0.452,0.571,81.93,0.283,4,0,0,0,0,0,Deluxe,Central,Monthly,2990.0,1,2024-04,Novena,Coliwoo
0.413,0.429,75.02,0.918,4,0,0,0,0,0,Studio,East,3-Month,2140.0,0,2024-04,Paya Lebar,Figment
0.67,0.429,66.39,0.131,4,0,0,0,0,0,Deluxe,Central,Monthly,2910.0,1,2024-04,Queenstown,Coliwoo
0.463,0.857,48.1,0.944,4,0,0,0,0,0,Twin-Share,North,3-Month,1160.0,0,2024-04,Woodlands,Cove
0.477,0.429,63.16,0.694,4,0,0,0,0,0,Deluxe,West,6-Month,2270.0,0,2024-04,Clementi,Cove
0.672,0.429,79.21,0.501,4,0,0,0,0,0,Suite,Central,12-Month,2400.0,0,2024-04,Queenstown,Lyf
1.258,0.429,58.29,0.993,4,0,0,0,0,0,Single,Central,12-Month,1210.0,0,2024-04,Bishan,Lyf
0.322,0.286,66.82,0.935,4,0,0,0,0,0,Master,Central,12-Month,1750.0,0,2024-04,Kallang,Bonztel
0.496,0.286,48.12,0.132,5,0,0,0,0,0,Deluxe,North,Monthly,2480.0,1,2024-05,Yishun,Figment
0.802,0.429,83.79,0.934,5,0,0,0,0,0,Studio,Central,6-Month,2270.0,0,2024-05,Rochor,Cantonment
0.259,0.286,53.96,0.903,5,0,0,0,0,0,Single,North-East,12-Month,1150.0,0,2024-05,Punggol,Bonztel
0.3,0.857,47.58,0.67,5,0,0,0,0,0,Single,North,6-Month,1360.0,1,2024-05,Woodlands,Coliwoo
0.109,0.571,76.9,0.893,5,0,0,0,0,0,Master,Central,6-Month,1930.0,0,2024-05,Kallang,Bonztel
0.261,1.0,49.59,0.895,5,0,0,0,0,0,Single,North-East,6-Month,1260.0,0,2024-05,Ang Mo Kio,Cove
0.503,0.286,69.9,0.846,5,0,0,0,0,0,Suite,East,Monthly,2000.0,0,2024-05,Paya Lebar,Bonztel
0.081,0.429,67.55,0.873,5,0,0,0,0,0,Single,Central,3-Month,1640.0,0,2024-05,Queenstown,Cantonment
0.195,0.286,69.8,0.217,5,0,0,0,0,0,Deluxe,Central,3-Month,3220.0,1,2024-05,Toa Payoh,Hmlet
1.891,0.571,67.6,1.0,5,0,0,0,0,0,Single,Central,3-Month,1440.0,0,2024-05,Bishan,Cantonment
0.544,0.429,70.42,0.321,5,0,0,0,0,0,Studio,West,Monthly,2080.0,1,2024-05,Buona Vista,Figment
0.906,0.714,48.78,0.487,5,0,0,0,0,0,Master,North,6-Month,1790.0,1,2024-05,Yishun,Cove
0.475,0.429,65.97,0.772,5,0,0,0,0,0,Single,Central,6-Month,1560.0,0,2024-05,Kallang,Lyf
0.697,0.714,56.42,0.322,5,0,0,0,0,0,Suite,East,3-Month,2210.0,0,2024-05,Tampines,Bonztel
0.049,1.0,81.64,0.871,5,0,0,0,0,0,Twin-Share,Central,12-Month,1160.0,0,2024-05,Outram,Lyf
0.237,0.429,56.16,0.742,5,0,0,0,0,0,Suite,East,12-Month,2370.0,0,2024-05,Bedok,Coliwoo
0.865,0.286,74.12,0.797,5,0,0,0,0,0,Studio,Central,3-Month,2110.0,0,2024-05,Novena,Cove
0.144,0.286,55.96,0.463,5,0,0,0,0,0,Deluxe,East,6-Month,2560.0,0,2024-05,Bedok,Cantonment
0.741,0.286,50.08,0.517,5,0,0,0,0,0,Suite,East,Monthly,2200.0,1,2024-05,Bedok,Cove
0.251,0.286,60.65,0.438,5,0,0,0,0,0,Suite,East,12-Month,2210.0,1,2024-05,Bedok,Bonztel
0.271,0.429,47.52,0.726,5,0,0,0,0,0,Suite,North,Monthly,2240.0,1,2024-05,Yishun,Lyf
0.3,1.0,59.49,0.766,5,0,0,0,0,0,Suite,North-East,Monthly,2540.0,0,2024-05,Serangoon,Hmlet
0.488,1.0,54.46,0.635,5,0,0,0,0,0,Studio,West,Monthly,2070.0,0,2024-05,Clementi,Lyf
0.558,0.714,77.85,0.684,5,0,0,0,0,0,Studio,Central,3-Month,2340.0,0,2024-05,Kallang,Cove
0.327,0.714,55.9,0.619,5,0,0,0,0,0,Suite,North-East,Monthly,2370.0,0,2024-05,Ang Mo Kio,Bonztel
1.938,0.571,50.0,0.82,5,0,0,0,0,0,Deluxe,North-East,3-Month,2070.0,0,2024-05,Sengkang,Lyf
0.072,0.286,78.51,0.102,5,0,0,0,0,0,Deluxe,Central,6-Month,2780.0,1,2024-05,Rochor,The Assembly Place
0.154,0.857,75.64,0.286,5,0,0,0,0,0,Deluxe,Central,12-Month,2950.0,0,2024-05,Kallang,Hmlet
0.254,0.286,50.38,0.971,5,0,0,0,0,0,Single,North-East,3-Month,1310.0,0,2024-05,Punggol,Hmlet
0.364,0.857,51.15,0.372,5,0,0,0,0,0,Deluxe,North,3-Month,2330.0,1,2024-05,Yishun,Cantonment
1.59,0.714,64.64,0.855,5,0,0,0,0,0,Studio,Central,12-Month,2040.0,0,2024-05,Bishan,Hmlet
0.467,1.0,64.76,0.889,5,0,0,0,0,0,Single,North-East,12-Month,1240.0,0,2024-05,Serangoon,Coliwoo
0.369,0.429,61.9,0.656,5,0,0,0,0,0,Master,East,6-Month,1790.0,0,2024-05,Tampines,Figment
0.501,0.286,33.87,0.634,5,0,0,0,0,0,Master,North,12-Month,1580.0,0,2024-05,Woodlands,Cove
0.338,0.714,64.44,0.887,5,0,0,0,0,0,Studio,East,6-Month,2110.0,0,2024-05,Tampines,Hmlet
0.087,0.286,49.33,0.729,5,0,0,0,0,0,Single,North-East,3-Month,1430.0,0,2024-05,Punggol,Figment
0.173,0.857,54.64,0.951,5,0,0,0,0,0,Twin-Share,North-East,Monthly,1180.0,0,2024-05,Ang Mo Kio,Cantonment
0.637,0.286,47.96,0.912,5,0,0,0,0,0,Suite,North,12-Month,1910.0,0,2024-05,Woodlands,Hmlet
1.93,1.0,53.68,0.892,5,0,0,0,0,0,Single,Central,12-Month,1320.0,0,2024-05,Bishan,Bonztel
0.548,0.857,79.34,0.912,5,0,0,0,0,0,Single,Central,Monthly,1570.0,0,2024-05,Queenstown,The Assembly Place
0.619,0.857,74.38,0.793,5,0,0,0,0,0,Studio,Central,Monthly,2440.0,0,2024-05,Queenstown,Coliwoo
0.121,0.286,77.23,0.964,5,0,0,0,0,0,Twin-Share,Central,6-Month,1100.0,0,2024-05,Geylang,Hmlet
0.294,0.857,68.0,0.97,5,0,0,0,0,0,Twin-Share,West,6-Month,1040.0,0,2024-05,Buona Vista,Bonztel
0.176,0.429,67.59,0.98,5,0,0,0,0,0,Single,West,12-Month,1240.0,0,2024-05,Buona Vista,Cove
0.631,0.857,32.28,0.9,5,0,0,0,0,0,Twin-Share,North,6-Month,1020.0,0,2024-05,Woodlands,Cantonment
0.091,0.714,72.19,0.202,5,0,0,0,0,0,Deluxe,East,3-Month,2760.0,1,2024-05,Paya Lebar,Coliwoo
0.149,0.429,49.68,0.876,5,0,0,0,0,0,Single,North,12-Month,1180.0,0,2024-05,Yishun,Figment
0.09,0.571,85.99,0.517,5,0,0,0,0,0,Suite,Central,6-Month,2640.0,1,2024-05,Outram,Hmlet
0.917,0.714,82.56,1.0,5,0,0,0,0,0,Twin-Share,Central,Monthly,1160.0,0,2024-05,Outram,Coliwoo
0.393,1.0,72.86,0.645,5,0,0,0,0,0,Master,Central,6-Month,2290.0,0,2024-05,Queenstown,Figment
0.052,1.0,70.44,1.0,5,0,0,0,0,0,Single,Central,Monthly,1630.0,0,2024-05,Toa Payoh,Hmlet
0.516,0.857,49.14,0.41,5,0,0,0,0,0,Deluxe,North,Monthly,2540.0,1,2024-05,Woodlands,Bonztel
0.307,0.857,53.73,0.859,5,0,0,0,0,0,Master,East,6-Month,1950.0,0,2024-05,Bedok,Figment
0.678,0.714,64.05,0.845,5,0,0,0,0,0,Studio,West,6-Month,1900.0,0,2024-05,Clementi,Cantonment
0.551,0.714,70.42,0.695,5,0,0,0,0,0,Master,Central,6-Month,1890.0,0,2024-05,Geylang,Hmlet
1.978,0.286,60.59,0.553,5,0,0,0,0,0,Suite,Central,3-Month,2230.0,1,2024-05,Bishan,Figment
0.445,0.571,75.04,0.77,5,0,0,0,0,0,Master,Central,3-Month,1980.0,0,2024-05,Geylang,Bonztel
0.59,0.286,54.2,0.313,5,0,0,0,0,0,Deluxe,West,Monthly,2660.0,1,2024-05,Clementi,Bonztel
0.166,0.714,62.0,0.147,5,0,0,0,0,0,Deluxe,Central,12-Month,3000.0,1,2024-05,Toa Payoh,Hmlet
0.453,0.714,84.15,1.0,5,0,0,0,0,0,Twin-Share,Central,3-Month,1210.0,0,2024-05,Rochor,Cove
0.221,0.571,91.62,0.928,5,0,0,0,0,0,Master,Central,12-Month,1980.0,0,2024-05,Rochor,Lyf
0.573,0.571,45.42,0.942,5,0,0,0,0,0,Single,North,6-Month,1110.0,0,2024-05,Woodlands,Lyf
0.037,0.714,80.13,0.975,5,0,0,0,0,0,Twin-Share,Central,6-Month,1250.0,0,2024-05,Outram,Hmlet
0.31,0.571,76.67,0.914,5,0,0,0,0,0,Master,East,Monthly,1850.0,0,2024-05,Paya Lebar,Cove
0.596,0.429,69.21,0.262,5,0,0,0,0,0,Deluxe,West,Monthly,2770.0,1,2024-05,Buona Vista,Hmlet
0.768,0.286,65.77,0.899,5,0,0,0,0,0,Master,North-East,Monthly,1830.0,0,2024-05,Serangoon,Cove
0.725,0.286,59.82,0.961,5,0,0,0,0,0,Single,West,Monthly,1330.0,0,2024-05,Buona Vista,The Assembly Place
1.972,0.571,52.72,0.971,5,0,0,0,0,0,Single,North-East,3-Month,1160.0,0,2024-05,Sengkang,Coliwoo
0.703,0.571,53.13,0.671,5,0,0,0,0,0,Deluxe,North,3-Month,2470.0,0,2024-05,Woodlands,Figment
0.389,1.0,61.63,0.624,5,0,0,0,0,0,Suite,East,12-Month,2290.0,1,2024-05,Paya Lebar,Cantonment
0.184,0.714,45.73,0.933,5,0,0,0,0,0,Twin-Share,North-East,3-Month,1070.0,0,2024-05,Punggol,Cove
0.086,0.429,65.24,0.726,5,0,0,0,0,0,Master,Central,6-Month,1710.0,0,2024-05,Toa Payoh,Coliwoo
0.423,1.0,53.05,0.364,5,0,0,0,0,0,Suite,East,3-Month,2440.0,0,2024-05,Bedok,Cantonment
2.25,0.571,59.71,0.687,5,0,0,0,0,0,Studio,North-East,3-Month,1780.0,0,2024-05,Sengkang,The Assembly Place
0.555,1.0,67.46,0.486,5,0,0,0,0,0,Studio,Central,3-Month,2260.0,0,2024-05,Toa Payoh,The Assembly Place
0.382,1.0,84.92,1.0,5,0,0,0,0,0,Master,Central,6-Month,1990.0,0,2024-05,Rochor,Coliwoo
0.198,0.286,84.95,0.97,5,0,0,0,0,0,Twin-Share,Central,3-Month,1060.0,0,2024-05,Novena,The Assembly Place
0.372,0.857,66.3,0.783,5,0,0,0,0,0,Master,Central,3-Month,1960.0,1,2024-05,Geylang,Coliwoo
0.58,0.286,59.87,0.983,5,0,0,0,0,0,Single,West,Monthly,1420.0,0,2024-05,Clementi,The Assembly Place
0.308,0.429,68.13,0.893,5,0,0,0,0,0,Master,Central,12-Month,1910.0,0,2024-05,Queenstown,Lyf
0.932,0.714,44.4,0.492,5,0,0,0,0,0,Suite,North-East,3-Month,2210.0,0,2024-05,Punggol,Coliwoo
0.566,1.0,50.43,0.824,5,0,0,0,0,0,Suite,North,Monthly,2380.0,1,2024-05,Yishun,Cantonment
0.483,0.857,65.42,0.35,5,0,0,0,0,0,Suite,Central,3-Month,2630.0,1,2024-05,Geylang,Cantonment
0.626,0.857,77.84,0.387,5,0,0,0,0,0,Suite,Central,6-Month,2560.0,0,2024-05,Novena,Lyf
0.4,0.429,42.18,0.977,5,0,0,0,0,0,Single,North,12-Month,1040.0,1,2024-05,Yishun,Bonztel
0.386,0.571,64.05,1.0,5,0,0,0,0,0,Single,Central,12-Month,1420.0,0,2024-05,Toa Payoh,The Assembly Place
2.868,0.429,54.89,0.739,5,0,0,0,0,0,Single,West,3-Month,990.0,0,2024-05,Jurong East,Figment
0.417,0.571,69.12,0.551,5,0,0,0,0,0,Studio,North-East,12-Month,1860.0,1,2024-05,Serangoon,The Assembly Place
1.953,0.714,50.93,1.0,5,0,0,0,0,0,Single,North-East,6-Month,1110.0,0,2024-05,Sengkang,Coliwoo
0.192,1.0,44.22,0.941,5,0,0,0,0,0,Single,North,12-Month,1250.0,0,2024-05,Yishun,Lyf
0.717,0.286,60.03,1.0,5,0,0,0,0,0,Single,East,6-Month,1200.0,0,2024-05,Bedok,Cove
1.186,1.0,62.18,0.91,5,0,0,0,0,0,Master,North-East,3-Month,1760.0,0,2024-05,Serangoon,Cove
0.186,0.571,72.14,0.674,5,0,0,0,0,0,Suite,Central,6-Month,2650.0,0,2024-05,Toa Payoh,The Assembly Place
0.401,0.429,37.33,0.561,5,0,0,0,0,0,Deluxe,North,3-Month,2750.0,0,2024-05,Woodlands,Cantonment
0.58,0.286,58.53,0.798,5,0,0,0,0,0,Suite,East,6-Month,2160.0,0,2024-05,Tampines,The Assembly Place
0.598,0.857,56.7,0.795,5,0,0,0,0,0,Twin-Share,East,6-Month,1050.0,0,2024-05,Bedok,Bonztel
0.864,1.0,48.65,0.829,5,0,0,0,0,0,Studio,North-East,6-Month,1880.0,0,2024-05,Punggol,Lyf
0.698,0.857,81.42,0.959,5,0,0,0,0,0,Twin-Share,Central,12-Month,990.0,0,2024-05,Novena,Hmlet
0.616,0.714,61.98,0.238,5,0,0,0,0,0,Deluxe,North-East,12-Month,2600.0,1,2024-05,Serangoon,The Assembly Place
0.654,1.0,56.22,0.531,5,0,0,0,0,0,Studio,East,Monthly,2260.0,1,2024-05,Tampines,The Assembly Place
0.362,0.571,55.59,0.313,5,0,0,0,0,0,Suite,North-East,6-Month,2290.0,0,2024-05,Ang Mo Kio,Lyf
0.136,0.286,57.58,0.89,5,0,0,0,0,0,Single,North-East,6-Month,1410.0,0,2024-05,Ang Mo Kio,Hmlet
0.234,0.571,62.31,0.443,5,0,0,0,0,0,Studio,Central,6-Month,2330.0,0,2024-05,Toa Payoh,Coliwoo
0.555,1.0,81.76,0.813,5,0,0,0,0,0,Suite,Central,3-Month,3120.0,0,2024-05,Rochor,Bonztel
0.375,0.286,62.29,0.962,5,0,0,0,0,0,Single,North-East,Monthly,1340.0,0,2024-05,Serangoon,Lyf
0.539,0.571,78.03,0.058,5,0,0,0,0,0,Deluxe,Central,Monthly,3230.0,1,2024-05,Outram,Cantonment
0.586,0.857,57.08,0.663,5,0,0,0,0,0,Suite,North-East,3-Month,2340.0,1,2024-05,Ang Mo Kio,Cantonment
0.395,0.714,75.77,0.469,5,0,0,0,0,0,Suite,Central,Monthly,2830.0,0,2024-05,Kallang,Hmlet
0.091,0.571,48.59,0.463,5,0,0,0,0,0,Deluxe,West,Monthly,2630.0,1,2024-05,Clementi,Coliwoo
0.311,1.0,76.65,0.927,5,0,0,0,0,0,Studio,Central,3-Month,2600.0,0,2024-05,Geylang,The Assembly Place
1.497,0.857,61.4,0.96,5,0,0,0,0,0,Single,Central,Monthly,1430.0,0,2024-05,Bishan,Cove
0.238,0.286,36.45,0.543,5,0,0,0,0,0,Studio,North,Monthly,2270.0,1,2024-05,Woodlands,Bonztel
0.173,0.571,66.1,0.978,5,0,0,0,0,0,Twin-Share,North-East,Monthly,1110.0,0,2024-05,Serangoon,The Assembly Place
0.298,0.429,39.34,0.965,5,0,0,0,0,0,Twin-Share,North,6-Month,970.0,0,2024-05,Yishun,Lyf
0.52,0.571,68.94,0.67,5,0,0,0,0,0,Master,Central,Monthly,2250.0,1,2024-05,Toa Payoh,Cantonment
0.455,0.286,73.25,0.919,5,0,0,0,0,0,Twin-Share,East,12-Month,980.0,0,2024-05,Paya Lebar,Bonztel
0.771,0.571,66.82,0.518,5,0,0,0,0,0,Suite,East,12-Month,1970.0,0,2024-05,Paya Lebar,The Assembly Place
0.22,0.714,61.4,0.561,5,0,0,0,0,0,Suite,East,12-Month,2260.0,0,2024-05,Tampines,Figment
0.587,0.857,88.39,0.885,5,0,0,0,0,0,Single,Central,3-Month,1510.0,0,2024-05,Rochor,Cove
0.387,0.857,58.94,0.602,5,0,0,0,0,0,Deluxe,East,3-Month,2660.0,1,2024-05,Tampines,Lyf
0.501,0.286,56.64,0.844,5,0,0,0,0,0,Suite,West,6-Month,2200.0,0,2024-05,Clementi,Figment
0.224,0.429,74.23,0.937,5,0,0,0,0,0,Master,West,12-Month,1500.0,0,2024-05,Buona Vista,Cantonment
1.605,0.286,46.45,0.795,5,0,0,0,0,0,Suite,North-East,3-Month,2220.0,0,2024-05,Sengkang,Bonztel
0.333,0.714,67.89,1.0,5,0,0,0,0,0,Single,West,Monthly,1430.0,0,2024-05,Buona Vista,The Assembly Place
0.494,0.857,81.34,0.841,5,0,0,0,0,0,Studio,Central,Monthly,2540.0,0,2024-05,Rochor,Hmlet
0.508,0.286,77.56,0.919,5,0,0,0,0,0,Twin-Share,West,3-Month,1060.0,1,2024-05,Buona Vista,Coliwoo
0.713,0.857,72.52,0.418,5,0,0,0,0,0,Deluxe,Central,Monthly,3260.0,1,2024-05,Toa Payoh,The Assembly Place
0.582,0.571,46.49,0.572,5,0,0,0,0,0,Master,East,Monthly,1770.0,1,2024-05,Bedok,Hmlet
0.947,0.714,85.55,0.542,5,0,0,0,0,0,Suite,Central,12-Month,2370.0,1,2024-05,Queenstown,Coliwoo
0.636,0.714,81.28,0.884,6,0,0,0,0,0,Master,Central,Monthly,2300.0,1,2024-06,Outram,Bonztel
0.436,0.571,59.35,0.573,6,0,0,0,0,0,Studio,North-East,12-Month,2000.0,0,2024-06,Ang Mo Kio,Bonztel
3.3,0.286,60.25,1.0,6,0,0,0,0,0,Single,West,3-Month,870.0,0,2024-06,Jurong East,Coliwoo
0.547,0.286,51.57,0.998,6,0,0,0,0,0,Twin-Share,North-East,3-Month,1000.0,0,2024-06,Ang Mo Kio,Cantonment
0.326,0.571,54.97,0.286,6,0,0,0,0,0,Deluxe,North-East,12-Month,2660.0,1,2024-06,Ang Mo Kio,Bonztel
0.612,0.571,48.38,0.559,6,0,0,0,0,0,Suite,North-East,3-Month,2050.0,1,2024-06,Punggol,Figment
0.235,0.429,45.48,0.864,6,0,0,0,0,0,Single,North,3-Month,1270.0,1,2024-06,Woodlands,Cantonment
0.696,0.429,64.12,0.809,6,0,0,0,0,0,Deluxe,West,12-Month,2300.0,0,2024-06,Buona Vista,Cove
0.245,0.286,76.18,0.377,6,0,0,0,0,0,Deluxe,Central,Monthly,3420.0,0,2024-06,Queenstown,Cove
0.564,1.0,45.9,0.274,6,0,0,0,0,0,Suite,North-East,6-Month,2390.0,0,2024-06,Punggol,Bonztel
0.467,0.429,69.12,1.0,6,0,0,0,0,0,Master,Central,12-Month,1730.0,0,2024-06,Toa Payoh,Cove
0.326,1.0,72.48,0.945,6,0,0,0,0,0,Twin-Share,West,12-Month,950.0,0,2024-06,Buona Vista,Coliwoo
1.541,0.429,55.02,0.866,6,0,0,0,0,0,Twin-Share,North-East,3-Month,970.0,0,2024-06,Sengkang,Hmlet
0.347,0.571,58.0,0.789,6,0,0,0,0,0,Master,East,6-Month,1830.0,1,2024-06,Bedok,Hmlet
0.54,0.857,52.83,0.87,6,0,0,0,0,0,Master,North,Monthly,1890.0,0,2024-06,Woodlands,Coliwoo
0.591,0.286,58.31,0.822,6,0,0,0,0,0,Master,North-East,Monthly,1820.0,0,2024-06,Serangoon,Hmlet
0.721,0.429,65.04,0.76,6,0,0,0,0,0,Deluxe,West,3-Month,2610.0,0,2024-06,Buona Vista,Cove
0.136,0.714,83.87,0.544,6,0,0,0,0,0,Studio,Central,6-Month,2250.0,0,2024-06,Rochor,Cove
0.567,0.714,66.19,0.65,6,0,0,0,0,0,Studio,East,3-Month,2280.0,0,2024-06,Tampines,Bonztel
0.323,1.0,70.17,1.0,6,0,0,0,0,0,Single,Central,12-Month,1270.0,0,2024-06,Kallang,Bonztel
0.403,1.0,53.28,0.186,6,0,0,0,0,0,Deluxe,North-East,3-Month,2810.0,1,2024-06,Punggol,The Assembly Place
0.26,0.429,57.43,0.583,6,0,0,0,0,0,Suite,West,12-Month,2180.0,0,2024-06,Clementi,Figment
0.55,0.857,72.81,1.0,6,0,0,0,0,0,Twin-Share,Central,Monthly,1170.0,0,2024-06,Queenstown,Cove
0.404,0.429,41.97,0.9,6,0,0,0,0,0,Single,North,12-Month,1180.0,0,2024-06,Woodlands,Coliwoo
0.478,0.429,56.09,0.784,6,0,0,0,0,0,Studio,West,3-Month,1860.0,1,2024-06,Clementi,Figment
0.22,0.286,47.0,0.911,6,0,0,0,0,0,Master,North,6-Month,1680.0,0,2024-06,Yishun,Coliwoo
0.535,0.857,70.36,0.92,6,0,0,0,0,0,Twin-Share,Central,3-Month,1150.0,0,2024-06,Novena,Coliwoo
0.473,0.571,64.83,0.507,6,0,0,0,0,0,Deluxe,West,Monthly,2490.0,0,2024-06,Buona Vista,The Assembly Place
0.54,0.286,65.98,0.809,6,0,0,0,0,0,Studio,West,Monthly,2090.0,0,2024-06,Buona Vista,Bonztel
0.3,1.0,77.69,0.96,6,0,0,0,0,0,Single,Central,Monthly,1640.0,0,2024-06,Novena,Coliwoo
0.255,0.429,49.51,0.481,6,0,0,0,0,0,Master,North-East,3-Month,1790.0,1,2024-06,Punggol,Coliwoo
0.734,0.857,46.51,0.821,6,0,0,0,0,0,Twin-Share,North,Monthly,950.0,0,2024-06,Yishun,The Assembly Place
0.781,0.571,43.68,0.698,6,0,0,0,0,0,Deluxe,North,6-Month,2350.0,0,2024-06,Woodlands,Figment
0.314,0.857,60.27,0.681,6,0,0,0,0,0,Suite,East,6-Month,2380.0,1,2024-06,Paya Lebar,Cantonment
0.021,0.429,70.73,0.315,6,0,0,0,0,0,Suite,Central,12-Month,2700.0,1,2024-06,Geylang,Lyf
0.507,1.0,51.99,0.738,6,0,0,0,0,0,Studio,East,3-Month,1890.0,0,2024-06,Bedok,Lyf
0.229,0.714,83.83,0.666,6,0,0,0,0,0,Master,Central,Monthly,2350.0,0,2024-06,Outram,Cove
0.152,0.286,63.06,0.325,6,0,0,0,0,0,Deluxe,East,Monthly,3090.0,1,2024-06,Paya Lebar,Cove
0.085,0.714,47.57,0.189,6,0,0,0,0,0,Studio,North,6-Month,2230.0,1,2024-06,Yishun,Figment
0.227,0.286,72.93,0.988,6,0,0,0,0,0,Master,Central,6-Month,2040.0,0,2024-06,Geylang,Bonztel
1.213,0.571,87.45,0.812,6,0,0,0,0,0,Suite,Central,6-Month,2470.0,0,2024-06,Rochor,Cove
0.036,0.429,75.75,0.167,6,0,0,0,0,0,Deluxe,Central,3-Month,3190.0,1,2024-06,Toa Payoh,Lyf
0.248,0.571,80.78,0.408,6,0,0,0,0,0,Deluxe,Central,3-Month,3320.0,1,2024-06,Rochor,Cove
0.233,0.286,81.3,0.621,6,0,0,0,0,0,Suite,Central,Monthly,2850.0,0,2024-06,Rochor,Figment
0.3,0.286,67.77,0.835,6,0,0,0,0,0,Suite,Central,6-Month,2620.0,0,2024-06,Novena,Coliwoo
0.024,0.286,71.46,0.69,6,0,0,0,0,0,Studio,Central,6-Month,2020.0,0,2024-06,Toa Payoh,The Assembly Place
0.232,0.857,75.51,0.308,6,0,0,0,0,0,Deluxe,Central,6-Month,3230.0,1,2024-06,Outram,Coliwoo
0.456,1.0,74.1,1.0,6,0,0,0,0,0,Twin-Share,West,6-Month,970.0,0,2024-06,Buona Vista,Cantonment
0.591,0.714,71.82,1.0,6,0,0,0,0,0,Studio,West,12-Month,1930.0,0,2024-06,Buona Vista,Cantonment
0.207,0.714,68.95,0.728,6,0,0,0,0,0,Master,Central,12-Month,2110.0,0,2024-06,Toa Payoh,Bonztel
0.086,0.571,80.06,0.712,6,0,0,0,0,0,Single,Central,3-Month,1660.0,0,2024-06,Geylang,Lyf
0.356,0.571,77.67,0.796,6,0,0,0,0,0,Suite,Central,3-Month,2760.0,0,2024-06,Queenstown,Lyf
1.779,0.286,68.57,1.0,6,0,0,0,0,0,Single,Central,Monthly,1440.0,0,2024-06,Bishan,Cove
0.071,0.571,64.32,0.562,6,0,0,0,0,0,Deluxe,North-East,12-Month,2540.0,0,2024-06,Ang Mo Kio,Lyf
0.161,0.286,57.07,0.856,6,0,0,0,0,0,Twin-Share,Central,Monthly,1290.0,1,2024-06,Toa Payoh,Lyf
0.423,0.429,65.91,0.811,6,0,0,0,0,0,Single,North-East,Monthly,1330.0,1,2024-06,Serangoon,Cove
0.092,0.286,53.78,0.603,6,0,0,0,0,0,Master,East,Monthly,1940.0,1,2024-06,Tampines,Hmlet
0.729,1.0,58.23,0.954,6,0,0,0,0,0,Master,West,12-Month,1470.0,0,2024-06,Buona Vista,Bonztel
2.179,0.714,56.08,0.67,6,0,0,0,0,0,Suite,Central,Monthly,2200.0,1,2024-06,Bishan,Lyf
0.716,0.714,73.07,0.843,6,0,0,0,0,0,Single,Central,3-Month,1660.0,0,2024-06,Rochor,Hmlet
0.219,0.429,57.92,0.738,6,0,0,0,0,0,Suite,West,12-Month,2260.0,1,2024-06,Clementi,Cantonment
0.389,0.571,57.38,0.436,6,0,0,0,0,0,Suite,West,12-Month,2350.0,0,2024-06,Clementi,The Assembly Place
0.272,0.286,59.4,0.392,6,0,0,0,0,0,Deluxe,East,6-Month,2950.0,1,2024-06,Bedok,Cove
0.265,0.857,48.38,1.0,6,0,0,0,0,0,Twin-Share,North,Monthly,960.0,0,2024-06,Woodlands,Hmlet
0.328,0.286,73.7,0.027,6,0,0,0,0,0,Deluxe,Central,Monthly,3620.0,1,2024-06,Queenstown,The Assembly Place
0.219,0.286,75.28,0.764,6,0,0,0,0,0,Studio,Central,Monthly,2650.0,1,2024-06,Outram,The Assembly Place
0.106,1.0,78.61,0.546,6,0,0,0,0,0,Master,East,Monthly,1770.0,0,2024-06,Paya Lebar,Hmlet
0.255,0.571,55.48,0.308,6,0,0,0,0,0,Suite,North-East,12-Month,2530.0,1,2024-06,Punggol,Bonztel
0.453,1.0,65.1,1.0,6,0,0,0,0,0,Twin-Share,West,Monthly,940.0,0,2024-06,Buona Vista,The Assembly Place
0.416,0.286,60.26,0.741,6,0,0,0,0,0,Master,North-East,6-Month,1850.0,1,2024-06,Serangoon,Lyf
1.288,1.0,60.1,0.821,6,0,0,0,0,0,Master,Central,3-Month,1840.0,0,2024-06,Bishan,Hmlet
1.581,0.429,55.96,0.804,6,0,0,0,0,0,Master,Central,6-Month,1700.0,0,2024-06,Bishan,Figment
1.578,0.857,63.78,0.9,6,0,0,0,0,0,Twin-Share,Central,3-Month,1130.0,0,2024-06,Bishan,Cove
0.167,0.571,66.82,1.0,6,0,0,0,0,0,Twin-Share,Central,3-Month,1250.0,0,2024-06,Toa Payoh,Cantonment
0.805,0.714,62.23,0.87,6,0,0,0,0,0,Studio,West,Monthly,1960.0,0,2024-06,Clementi,Cantonment
